,carat,potongan,warna,kejernihan,kedalaman,lebar,x,y,z,harga
53225,0.9,b'Fair',b'E',b'SI2',64.4,58.0,,6.01,3.89,39585000
48805,0.5,b'Ideal',b'F',b'VVS2',62.0,53.6,5.09,5.13,3.18,30375000
30560,0.31,b'Ideal',b'D',b'VS2',61.7,55.0,4.35,4.4,2.7,11010000
21626,1.53,b'Premium',b'F',b'SI2',62.6,57.0,7.37,7.33,4.6,145740000
30495,0.31,b'Ideal',b'D',b'SI1',61.9,57.0,4.36,4.33,2.69,10980000
15436,1.05,b'Premium',b'G',b'VS2',62.8,58.0,6.48,6.44,4.06,92715000
50392,0.76,b'Ideal',b'F',b'SI2',61.6,57.0,5.91,5.85,3.62,33795000
2895,0.91,b'Good',b'G',b'SI2',63.6,59.0,6.15,6.11,3.9,49230000
3855,0.72,b'Ideal',b'G',b'VS1',61.2,57.0,5.76,5.79,3.53,52170000
20992,1.73,b'Premium',b'I',b'SI2',62.0,60.0,7.67,7.63,4.74,138105000
39259,0.3,b'Ideal',b'D',b'VVS1',61.3,57.0,4.32,4.29,2.64,16035000
23149,1.08,b'Ideal',b'E',b'VVS2',61.0,56.0,6.64,6.67,4.06,167490000
41385,0.42,b'Ideal',b'F',b'VVS2',62.2,56.0,4.82,4.79,2.99,18315000
2538,0.9,b'Premium',b'D',b'SI2',59.0,61.0,6.32,6.28,3.72,48075000
6972,0.76,b'Ideal',b'D',b'VVS2',62.3,57.0,5.87,5.84,3.65,62250000
36070,0.4,b'Ideal',b'D',b'SI1',63.0,57.0,4.7,4.66,2.95,13860000
9200,1.01,b'Good',b'F',b'SI1',63.5,57.0,6.29,6.33,4.01,68235000
15983,1.02,b'Good',b'F',b'VS2',64.2,59.0,,6.28,4.07,95955000
35685,0.35,b'Ideal',b'G',b'IF',61.3,56.0,4.51,4.53,2.77,13650000
50633,0.23,b'Very Good',b'E',b'VS2',60.8,58.0,3.97,4.05,2.44,6030000
15807,1.2,b'Ideal',b'I',b'VS1',62.1,57.0,6.84,6.8,4.23,94860000
24708,0.38,b'Ideal',b'G',b'SI1',61.9,56.0,4.64,4.67,2.88,9585000
18019,1.01,b'Ideal',b'G',b'VS1',61.2,57.0,6.42,6.47,3.95,109350000
26367,0.32,b'Good',b'H',b'VVS2',63.4,56.0,4.34,4.37,2.76,9675000
34179,0.33,b'Ideal',b'G',b'VS1',62.1,56.0,4.42,4.4,2.74,12810000
51699,0.7,b'Very Good',b'F',b'VS2',62.2,56.0,5.7,5.74,3.56,36000000
42003,0.58,b'Very Good',b'E',b'SI2',63.5,60.0,5.24,5.28,3.34,18975000
7737,0.31,b'Fair',b'E',b'VS2',55.9,62.0,4.6,4.56,2.56,8715000
1542,0.7,b'Very Good',b'D',b'VS1',63.4,59.0,5.58,5.55,3.53,45015000
10450,1.14,b'Premium',b'I',b'SI1',59.1,58.0,6.83,6.81,4.03,71820000
41567,0.55,b'Premium',b'F',b'SI1',62.1,62.0,5.22,5.18,3.23,18570000
38371,0.5,b'Very Good',b'J',b'VS2',63.4,58.0,5.07,5.02,3.2,15345000
19842,1.01,b'Very Good',b'E',b'VS1',60.4,60.0,6.43,6.48,3.9,126045000
33506,0.32,b'Ideal',b'F',b'VS2',62.5,56.0,4.4,4.37,2.74,12420000
11296,0.91,b'Premium',b'F',b'VS2',62.2,58.0,,6.21,3.85,74685000
34593,0.3,b'Ideal',b'G',b'SI1',62.3,54.0,4.29,4.32,2.68,7035000
20318,1.22,b'Ideal',b'F',b'VS2',62.6,56.0,6.8,6.78,4.25,130995000
27933,0.31,b'Ideal',b'I',b'SI1',61.4,56.0,4.35,4.38,2.68,6450000
20925,1.2,b'Premium',b'E',b'VS2',63.0,58.0,6.75,6.71,4.24,137085000
41395,0.53,b'Ideal',b'E',b'SI2',60.9,57.0,5.21,5.23,,18345000
29494,0.32,b'Ideal',b'E',b'VS2',62.6,53.0,4.37,4.38,2.74,10530000
6832,1.01,b'Very Good',b'F',b'SI2',62.7,56.0,6.35,6.4,4.0,61815000
6053,0.32,b'Premium',b'I',b'VS2',61.1,57.0,4.42,4.39,2.69,8640000
573,0.85,b'Ideal',b'H',b'SI2',62.5,57.0,6.02,6.07,3.78,42495000
44226,0.46,b'Very Good',b'H',b'VVS1',62.0,56.0,4.96,4.98,3.07,23580000
17983,1.06,b'Premium',b'E',b'VS2',61.3,58.0,6.52,6.56,4.01,109125000
42393,0.46,b'Good',b'F',b'VVS1',66.5,55.0,4.77,4.82,3.19,19605000
3840,0.9,b'Premium',b'D',b'SI2',63.0,58.0,6.16,6.12,3.87,52095000
1222,0.82,b'Premium',b'H',b'VS2',62.6,59.0,5.99,5.93,3.73,44085000
41717,0.34,b'Ideal',b'E',b'IF',62.0,56.0,,4.49,2.79,18645000
15790,1.08,b'Very Good',b'F',b'VS2',63.1,57.0,6.56,6.5,4.12,94785000
18365,0.37,b'Very Good',b'F',b'SI1',62.3,59.0,4.57,4.61,2.86,9240000
13849,1.2,b'Very Good',b'E',b'SI2',63.3,55.0,6.77,6.73,4.27,84675000
50692,0.57,b'Very Good',b'F',b'VVS2',62.6,58.0,5.28,5.3,3.31,34350000
37123,0.44,b'Very Good',b'E',b'SI1',63.4,57.0,4.85,4.81,3.06,14550000
20408,1.5,b'Premium',b'F',b'SI1',62.1,60.0,7.32,7.27,4.53,131550000
34960,0.36,b'Very Good',b'E',b'SI2',62.4,58.0,4.54,4.56,2.84,7065000
29689,0.4,b'Very Good',b'E',b'SI1',62.8,59.0,4.7,4.73,2.96,10605000
14761,1.0,b'Premium',b'G',b'VS2',61.6,58.0,6.39,6.43,3.95,89100000
35764,0.4,b'Very Good',b'E',b'VS2',62.0,57.0,4.66,4.7,2.9,13680000
44014,0.51,b'Premium',b'G',b'VS2',62.2,57.0,5.15,5.1,3.19,23190000
19877,1.13,b'Ideal',b'E',b'VS2',61.4,58.0,6.71,6.74,4.13,126450000
48054,0.62,b'Ideal',b'D',b'SI1',60.8,59.0,5.48,5.5,3.34,28905000
31162,0.41,b'Very Good',b'F',b'SI1',62.8,57.0,4.69,4.73,2.96,11325000
6032,0.33,b'Very Good',b'I',b'VS1',59.9,62.0,4.48,4.57,2.71,8625000
19607,1.0,b'Very Good',b'F',b'VVS2',61.1,55.0,,6.51,3.97,123405000
9301,1.0,b'Good',b'E',b'SI1',63.9,57.0,6.31,6.34,4.04,68595000
23049,1.32,b'Ideal',b'G',b'VS1',61.7,56.0,7.03,7.11,4.36,166185000
33829,0.32,b'Ideal',b'E',b'VVS2',61.4,54.0,4.44,4.45,2.73,12645000
33818,0.4,b'Premium',b'F',b'VS2',61.6,58.0,4.75,4.8,2.94,12630000
2879,0.92,b'Good',b'D',b'SI2',57.8,63.0,6.4,6.36,3.69,49155000
52367,0.81,b'Very Good',b'H',b'SI2',62.1,56.0,5.95,5.99,3.71,37560000
46293,0.3,b'Ideal',b'E',b'SI1',61.9,57.0,4.29,4.33,2.67,7890000
38364,0.38,b'Premium',b'D',b'VS2',60.8,58.0,4.73,4.68,2.86,15315000
21891,1.52,b'Premium',b'H',b'SI1',60.1,60.0,7.45,7.39,4.46,149385000
17412,1.01,b'Very Good',b'G',b'VVS2',63.3,57.0,6.29,,4.01,104625000
595,0.82,b'Fair',b'F',b'SI1',64.9,58.0,5.83,5.79,3.77,42570000
11386,0.34,b'Premium',b'G',b'VS2',60.3,59.0,4.49,4.53,2.72,8940000
2968,0.78,b'Good',b'D',b'VS2',64.0,54.0,,5.86,3.74,49470000
653,1.01,b'Ideal',b'I',b'I1',61.5,57.0,6.45,6.46,3.97,42660000
36945,0.23,b'Good',b'D',b'VVS1',64.8,58.0,3.83,3.85,2.49,7170000
30936,0.24,b'Very Good',b'G',b'VVS2',62.0,56.0,4.0,4.03,2.49,6735000
10192,1.0,b'Very Good',b'I',b'VS2',64.0,54.0,6.28,6.34,4.04,71085000
29466,0.32,b'Ideal',b'E',b'VS2',62.0,55.0,4.36,4.38,2.71,10530000
38144,0.3,b'Premium',b'G',b'VVS1',62.7,59.0,4.27,4.22,2.66,15195000
9084,1.11,b'Good',b'H',b'SI1',64.2,58.0,6.47,6.53,4.17,67845000
41271,0.28,b'Ideal',b'I',b'VS2',62.4,56.0,4.19,4.22,2.62,7545000
38553,0.39,b'Ideal',b'E',b'VVS2',61.9,55.0,4.7,4.74,2.92,15510000
21533,1.22,b'Ideal',b'F',b'VS1',62.2,57.0,6.85,6.81,4.25,144495000
1166,0.81,b'Premium',b'F',b'SI1',61.3,60.0,6.0,5.94,3.66,43890000
28401,0.35,b'Good',b'G',b'SI1',63.8,54.0,4.48,4.46,2.85,10035000
9651,1.01,b'Premium',b'H',b'SI1',62.5,59.0,6.44,6.33,3.99,69630000
13455,1.04,b'Very Good',b'F',b'SI1',62.9,54.0,6.46,6.49,4.07,82875000
1121,0.8,b'Very Good',b'H',b'VS2',61.2,53.0,5.98,6.05,3.68,43770000
20469,1.03,b'Ideal',b'E',b'VVS2',61.9,57.0,6.46,6.5,4.01,132165000
34548,0.46,b'Ideal',b'E',b'SI2',61.3,56.0,4.96,5.02,3.06,13050000
24634,2.18,b'Premium',b'J',b'SI2',62.6,58.0,8.25,8.23,5.16,194550000
28304,0.3,b'Good',b'H',b'SI1',63.4,60.0,4.23,4.25,2.69,6480000
47564,0.51,b'Good',b'G',b'VVS2',63.1,58.0,5.07,5.11,3.21,28125000
39522,0.51,b'Ideal',b'I',b'SI1',62.2,56.0,5.12,5.08,3.17,16200000
18336,1.11,b'Ideal',b'E',b'VS2',62.2,56.0,6.66,6.59,4.12,111885000
39973,0.43,b'Fair',b'E',b'VS2',60.5,59.0,4.92,4.9,2.97,16605000
31355,0.27,b'Ideal',b'F',b'IF',61.8,55.0,4.14,4.21,2.57,11400000
39107,0.41,b'Premium',b'H',b'VS1',62.0,56.0,4.78,4.74,2.95,15915000
8150,1.1,b'Very Good',b'I',b'SI1',62.7,58.0,6.54,6.58,4.11,65340000
10565,1.0,b'Premium',b'H',b'SI1',58.3,60.0,6.5,6.44,3.77,72240000
14199,1.0,b'Very Good',b'F',b'VS2',62.7,56.0,6.29,6.34,3.96,86385000
25843,1.71,b'Very Good',b'H',b'VVS2',61.2,62.0,7.59,7.65,4.66,223395000
17176,1.72,b'Premium',b'J',b'SI1',62.0,56.0,7.76,,4.79,102855000
22010,1.52,b'Good',b'H',b'SI1',63.6,57.0,7.3,7.25,4.63,151170000
2354,1.01,b'Premium',b'G',b'SI2',60.1,58.0,6.54,6.39,3.89,47595000
51640,0.31,b'Ideal',b'G',b'VS2',62.2,56.0,4.31,4.34,2.69,8160000
1985,0.7,b'Very Good',b'E',b'VS1',63.4,57.0,5.63,5.67,3.58,46425000
13500,0.9,b'Ideal',b'G',b'VS1',62.1,56.0,6.15,6.19,3.83,83100000
11035,1.09,b'Good',b'H',b'SI1',63.6,56.0,6.53,6.56,4.16,73800000
16565,1.01,b'Premium',b'G',b'VS1',62.8,59.0,6.37,6.34,3.99,99270000
16858,1.21,b'Ideal',b'H',b'SI1',61.8,55.0,6.82,6.86,4.23,100905000
1953,0.7,b'Good',b'D',b'VS2',63.2,60.0,5.56,5.61,3.53,46305000
32289,0.26,b'Good',b'F',b'VS1',58.0,58.0,4.2,4.25,2.45,6795000
7694,1.07,b'Ideal',b'J',b'SI1',62.1,56.0,6.54,6.6,4.08,64140000
26395,2.01,b'Premium',b'H',b'VS2',61.1,61.0,,8.09,4.96,238620000
38313,0.44,b'Premium',b'F',b'VS2',61.1,62.0,4.98,4.92,3.03,15270000
15558,1.02,b'Premium',b'G',b'VS1',62.0,59.0,6.45,6.39,,93570000
17950,1.14,b'Ideal',b'G',b'VS1',62.5,56.0,6.69,6.66,4.17,108825000
50797,0.71,b'Good',b'I',b'VS1',63.6,56.0,5.65,5.7,3.61,34590000
29177,0.3,b'Ideal',b'F',b'VVS2',61.4,56.0,4.32,4.35,2.66,10410000
5183,0.9,b'Premium',b'G',b'SI1',61.3,60.0,6.17,6.14,3.77,56610000
50289,0.3,b'Ideal',b'H',b'VVS2',61.9,56.0,4.28,4.31,2.65,8130000
29758,0.3,b'Ideal',b'D',b'SI1',62.0,56.0,4.34,4.3,2.68,10635000
12560,1.69,b'Premium',b'J',b'I1',60.2,61.0,7.79,7.7,4.66,79155000
10040,0.34,b'Good',b'F',b'SI2',63.9,56.0,4.4,4.43,2.82,6255000
11546,1.01,b'Ideal',b'H',b'SI1',62.3,55.0,6.46,6.45,4.02,75435000
2826,0.9,b'Good',b'F',b'SI2',64.3,57.0,6.06,6.16,3.93,49005000
41238,0.33,b'Premium',b'D',b'VVS1',61.8,58.0,4.43,4.4,2.73,18105000
28568,0.3,b'Good',b'H',b'VS1',63.9,55.0,4.28,4.26,2.73,10125000
46932,0.52,b'Premium',b'G',b'VS1',62.4,60.0,5.12,5.11,3.19,27225000
24129,1.62,b'Ideal',b'G',b'SI1',62.2,56.0,7.48,7.53,4.67,184425000
46263,0.57,b'Ideal',b'D',b'SI1',62.4,56.0,5.29,5.32,3.31,26310000
25571,1.97,b'Premium',b'F',b'SI2',61.1,58.0,8.05,,4.94,216150000
36362,0.33,b'Ideal',b'F',b'VVS1',62.5,56.0,4.43,4.44,2.77,14085000
6404,1.01,b'Ideal',b'G',b'SI2',63.2,57.0,6.33,6.28,3.99,60570000
18449,1.52,b'Very Good',b'J',b'VS2',63.5,58.0,7.28,7.24,4.61,112560000
6605,0.93,b'Premium',b'F',b'SI1',62.5,58.0,6.19,6.22,3.88,61215000
5748,0.76,b'Premium',b'D',b'VS1',60.6,58.0,5.95,5.89,3.59,58410000
52776,0.73,b'Very Good',b'I',b'VVS2',62.3,58.0,5.75,5.78,3.59,38475000
19542,1.59,b'Ideal',b'J',b'SI1',62.4,55.0,7.45,7.48,4.66,122640000
30272,0.31,b'Very Good',b'H',b'SI1',60.5,60.0,4.33,4.4,2.64,6690000
25293,2.06,b'Very Good',b'J',b'VS2',61.8,59.0,8.14,8.2,5.05,209220000
34368,0.41,b'Ideal',b'F',b'VS2',62.7,57.0,4.73,4.78,2.98,12945000
43288,0.31,b'Ideal',b'H',b'VS2',61.4,56.0,4.38,4.42,2.7,7605000
10226,1.11,b'Premium',b'I',b'VS2',63.0,53.0,6.64,6.59,4.17,71160000
19876,1.31,b'Ideal',b'H',b'VS1',61.5,55.0,7.02,7.05,4.33,126435000
1371,0.73,b'Very Good',b'G',b'VS2',62.1,59.0,5.68,5.73,3.54,44490000
2145,0.93,b'Premium',b'J',b'VS2',61.1,59.0,6.34,6.32,3.87,46875000
24227,2.01,b'Premium',b'H',b'SI2',60.8,59.0,8.08,8.0,4.89,186345000
43631,0.43,b'Premium',b'G',b'IF',61.0,58.0,4.82,4.88,2.96,21495000
2469,0.71,b'Very Good',b'E',b'VS1',62.1,60.0,5.65,5.71,3.53,47880000
18986,1.51,b'Good',b'I',b'SI2',63.6,60.0,7.23,7.27,4.61,117225000
11620,1.03,b'Very Good',b'H',b'SI1',60.4,60.0,6.41,6.53,3.91,75750000
18030,0.35,b'Ideal',b'I',b'VVS2',62.3,57.0,4.49,4.53,2.81,9210000
1714,0.32,b'Ideal',b'G',b'VS2',61.4,56.0,4.37,4.39,2.69,8415000
46569,0.5,b'Very Good',b'G',b'VVS2',61.6,58.0,5.07,5.09,3.13,26760000
28177,0.3,b'Very Good',b'D',b'VS1',60.1,58.0,4.35,4.37,2.62,9990000
23882,2.0,b'Premium',b'H',b'SI2',62.8,57.0,8.05,8.01,5.04,179625000
46861,0.53,b'Premium',b'G',b'VS1',60.1,58.0,5.32,5.27,3.18,27195000
686,0.86,b'Premium',b'H',b'SI1',62.7,59.0,6.04,5.98,3.77,42765000
23412,1.12,b'Ideal',b'F',b'VVS1',61.0,56.0,6.71,6.74,4.1,171045000
37975,0.4,b'Very Good',b'H',b'VS1',63.4,58.0,4.74,,2.98,15105000
21553,2.01,b'Premium',b'I',b'SI2',62.1,60.0,8.1,8.03,5.01,144870000
51691,0.7,b'Fair',b'F',b'VS1',55.9,62.0,5.94,5.83,3.29,35985000
14951,1.2,b'Premium',b'I',b'VS1',62.8,56.0,,6.74,4.25,90315000
42034,0.53,b'Good',b'F',b'SI1',63.8,58.0,5.12,5.17,3.28,19020000
24587,1.58,b'Ideal',b'H',b'VVS2',62.0,56.0,7.44,7.49,4.63,193455000
42056,0.61,b'Ideal',b'F',b'SI2',61.0,56.0,5.48,5.53,3.36,19050000
3534,0.72,b'Ideal',b'E',b'VS1',61.2,56.0,5.78,5.83,3.55,51135000
49997,0.58,b'Premium',b'E',b'VS2',59.6,59.0,5.43,5.38,3.22,32880000
50921,0.71,b'Very Good',b'F',b'VS2',63.2,59.0,5.66,5.6,3.56,34785000
19998,1.57,b'Very Good',b'J',b'VS2',62.0,58.0,7.45,7.48,4.63,128070000
51866,0.73,b'Ideal',b'I',b'VS2',61.9,56.0,5.77,5.82,3.59,36390000
24257,1.5,b'Ideal',b'G',b'VS2',62.6,56.0,7.3,7.26,4.56,187020000
7131,1.08,b'Premium',b'J',b'SI1',61.0,60.0,6.62,6.57,4.02,62595000
4175,0.92,b'Premium',b'G',b'SI2',59.4,62.0,6.36,6.34,3.77,53325000
13388,0.35,b'Premium',b'D',b'SI1',61.5,58.0,4.53,4.55,2.79,9015000
51694,0.71,b'Very Good',b'I',b'VVS2',59.5,60.0,5.82,5.87,3.48,36000000
40695,0.4,b'Ideal',b'E',b'VVS2',61.5,56.0,4.74,4.79,2.93,17370000
3808,1.25,b'Good',b'I',b'SI2',60.5,64.0,6.91,6.82,4.15,51975000
5944,0.93,b'Good',b'I',b'VS2',58.2,60.0,6.41,6.48,3.75,59190000
47557,0.7,b'Ideal',b'J',b'VS2',62.4,55.0,5.68,5.7,3.55,28110000
43706,0.61,b'Very Good',b'F',b'SI2',62.9,56.6,5.38,5.45,3.4,21555000
35828,0.4,b'Very Good',b'D',b'VS2',64.4,52.0,4.63,4.68,3.0,13725000
1668,0.72,b'Very Good',b'G',b'VS1',60.1,63.0,5.86,5.82,3.51,45360000
30221,0.33,b'Premium',b'E',b'VS2',61.0,60.0,4.42,4.47,2.71,10845000
12579,1.2,b'Premium',b'H',b'SI2',62.3,58.0,6.76,,4.23,79200000
1442,0.82,b'Very Good',b'E',b'SI2',63.3,56.0,5.99,5.95,3.78,44625000
46698,0.5,b'Ideal',b'D',b'VS1',61.9,54.0,5.1,5.14,3.17,26880000
25649,2.51,b'Premium',b'H',b'SI2',60.6,61.0,8.88,8.68,5.29,218145000
22045,0.31,b'Premium',b'I',b'VS1',62.3,59.0,4.35,4.29,2.69,9420000
42112,0.34,b'Ideal',b'F',b'IF',61.4,57.0,4.49,4.5,2.76,19140000
46729,0.6,b'Ideal',b'G',b'VS2',62.1,56.0,5.4,5.45,3.37,26925000
16332,1.01,b'Premium',b'F',b'VS2',59.3,62.0,6.48,6.44,3.83,97995000
12583,1.07,b'Ideal',b'H',b'SI1',61.0,56.0,6.6,6.68,4.05,79215000
30879,0.33,b'Premium',b'E',b'SI1',60.3,60.0,4.49,4.47,2.7,11145000
29595,0.35,b'Ideal',b'F',b'VS2',62.4,55.0,4.51,4.53,2.82,10590000
21336,1.5,b'Premium',b'I',b'VS2',62.3,60.0,,7.19,4.5,142185000
29972,0.32,b'Ideal',b'D',b'SI1',61.5,56.0,4.41,4.44,2.72,10725000
9029,1.05,b'Ideal',b'I',b'SI1',62.1,59.0,6.5,6.47,4.03,67740000
17971,1.1,b'Ideal',b'H',b'VVS2',62.0,56.0,6.59,6.63,4.1,109005000
49745,0.7,b'Good',b'G',b'SI1',61.8,62.0,5.68,5.72,3.52,32325000
11490,1.13,b'Very Good',b'F',b'SI1',61.2,59.0,6.72,6.75,4.12,75255000
36969,0.34,b'Ideal',b'D',b'VS1',60.7,57.0,4.55,4.51,2.75,14415000
15156,1.28,b'Premium',b'I',b'SI1',62.6,55.0,6.97,6.93,4.35,91395000
45373,0.58,b'Ideal',b'F',b'VS2',62.1,55.0,5.33,5.37,3.32,24990000
30424,0.32,b'Ideal',b'G',b'VVS2',62.6,57.0,4.34,4.38,2.73,10950000
19374,0.27,b'Premium',b'E',b'VVS1',60.6,58.0,4.18,4.2,2.54,9330000
9308,0.94,b'Ideal',b'D',b'SI1',62.3,57.0,6.24,6.29,3.9,68625000
16237,1.18,b'Ideal',b'I',b'VVS1',59.7,54.0,6.99,6.92,4.15,97410000
19081,2.5,b'Fair',b'G',b'I1',64.7,57.0,8.48,8.44,5.47,117810000
33654,0.41,b'Very Good',b'E',b'VS1',62.8,56.0,4.72,4.77,2.98,12510000
2591,1.0,b'Very Good',b'I',b'SI2',62.4,63.0,6.35,6.44,3.99,48255000
37445,0.51,b'Ideal',b'I',b'SI1',62.2,56.0,5.08,5.12,3.17,14760000
28499,0.3,b'Ideal',b'E',b'VS1',61.1,58.0,4.3,4.34,2.64,10095000
44148,0.51,b'Ideal',b'H',b'VS2',61.7,56.0,5.13,,3.18,23445000
13103,1.1,b'Ideal',b'H',b'SI1',61.4,55.0,,6.7,4.11,81360000
1109,0.8,b'Very Good',b'F',b'SI1',63.5,55.0,5.86,5.89,3.73,43710000
20627,1.54,b'Ideal',b'G',b'SI2',62.3,60.0,7.29,7.34,4.56,133845000
4822,0.9,b'Premium',b'F',b'SI2',60.1,59.0,6.31,6.24,3.77,55560000
52045,0.55,b'Very Good',b'G',b'VVS1',61.5,55.1,5.26,5.28,3.24,36765000
49266,0.8,b'Premium',b'J',b'SI1',60.0,60.0,6.1,,,31320000
109,0.59,b'Ideal',b'E',b'VVS2',62.0,55.0,5.38,5.43,3.35,41415000
12798,1.09,b'Premium',b'H',b'SI1',59.8,60.0,6.72,6.66,4.0,80025000
12921,1.0,b'Good',b'E',b'VS2',64.0,58.0,6.24,6.2,3.99,80640000
53467,0.64,b'Ideal',b'E',b'VS1',60.8,56.0,5.61,5.59,,40185000
44548,0.54,b'Ideal',b'G',b'VS2',61.2,56.0,5.25,5.26,3.22,24075000
49385,0.62,b'Premium',b'E',b'VS2',60.0,59.0,5.58,5.56,3.34,31530000
13457,1.15,b'Ideal',b'E',b'SI1',62.7,56.0,6.73,6.7,4.21,82890000
3519,0.91,b'Very Good',b'F',b'SI2',63.0,59.0,6.12,6.17,3.87,51075000
32183,0.41,b'Very Good',b'H',b'VS1',61.5,55.0,4.8,4.82,2.96,11820000
1389,0.24,b'Ideal',b'G',b'VVS1',62.2,56.0,4.0,4.04,2.5,8385000
22701,0.3,b'Fair',b'E',b'SI1',64.5,49.0,4.28,,2.75,9450000
28096,0.31,b'Ideal',b'F',b'SI1',62.9,57.0,4.34,4.31,2.72,9945000
52000,0.81,b'Very Good',b'I',b'VS2',62.6,59.7,5.86,5.92,3.69,36660000
512,0.71,b'Premium',b'E',b'VS2',62.3,58.0,5.71,5.66,3.54,42345000
40899,0.47,b'Very Good',b'H',b'VS2',57.2,60.0,5.18,5.21,2.97,17670000
38098,0.36,b'Premium',b'E',b'VS2',59.8,62.0,4.61,4.56,2.74,15195000
30275,0.26,b'Ideal',b'F',b'SI1',61.8,55.0,4.12,4.14,2.55,6705000
24400,1.5,b'Ideal',b'F',b'VS2',60.3,57.0,7.42,7.33,4.45,189615000
21075,1.64,b'Ideal',b'J',b'VS2',62.4,54.5,7.53,7.57,4.71,138765000
27987,0.3,b'Very Good',b'E',b'VS2',62.1,59.0,4.27,4.29,2.66,9870000
44549,0.51,b'Ideal',b'E',b'VS2',61.5,58.0,5.12,5.15,3.16,24075000
35002,0.42,b'Very Good',b'G',b'SI1',63.1,56.0,4.79,4.75,3.01,13230000
25094,1.72,b'Good',b'F',b'SI1',64.3,60.0,7.56,7.52,4.85,204330000
7465,0.9,b'Ideal',b'H',b'VS1',62.0,56.0,6.22,6.19,3.85,63510000
4191,0.93,b'Very Good',b'I',b'VS1',62.5,58.0,6.2,6.25,3.89,53430000
49409,0.7,b'Very Good',b'G',b'SI1',61.8,56.0,5.7,5.76,3.54,31590000
5259,0.8,b'Ideal',b'F',b'VS1',61.2,56.0,6.01,5.98,3.67,56895000
6912,0.96,b'Very Good',b'G',b'SI1',62.0,59.0,6.26,6.32,3.9,62040000
117,0.71,b'Ideal',b'G',b'VS2',62.4,54.0,5.72,5.76,3.58,41430000
35840,0.4,b'Ideal',b'F',b'SI1',59.8,57.0,4.82,4.85,2.89,13740000
30458,0.45,b'Very Good',b'E',b'SI2',63.2,54.0,4.94,4.82,3.09,10965000
5664,0.91,b'Premium',b'H',b'VS1',59.2,62.0,6.2,6.14,3.65,58215000
37879,0.43,b'Ideal',b'G',b'VS1',61.6,55.1,4.85,4.89,3.0,15075000
23090,1.62,b'Ideal',b'H',b'VS2',62.4,57.0,7.48,7.53,4.68,166710000
15926,1.04,b'Ideal',b'H',b'VS1',62.0,54.0,6.52,,4.05,95520000
18524,1.53,b'Ideal',b'J',b'VS2',61.4,58.0,7.35,7.43,4.54,113250000
20035,0.3,b'Very Good',b'H',b'SI1',62.9,57.0,4.26,4.29,2.69,6315000
15239,1.29,b'Premium',b'G',b'SI2',61.1,59.0,7.03,6.95,4.27,91740000
52188,0.7,b'Ideal',b'G',b'SI1',62.5,56.0,5.67,5.69,3.55,37170000
34728,0.34,b'Ideal',b'E',b'VS1',60.3,57.0,4.52,4.54,2.73,13125000
42278,0.32,b'Very Good',b'G',b'SI1',62.2,57.0,4.36,4.39,2.72,7575000
26914,2.13,b'Premium',b'G',b'SI2',60.7,60.0,8.37,8.27,5.05,253965000
1595,0.73,b'Very Good',b'G',b'VS1',60.7,55.0,5.87,5.89,3.57,45165000
20206,1.28,b'Very Good',b'H',b'VS1',61.2,55.0,6.98,7.04,4.29,129675000
34180,0.33,b'Ideal',b'G',b'VS1',62.1,56.0,4.42,4.4,2.74,12810000
42191,0.53,b'Fair',b'E',b'SI1',56.2,64.0,5.43,5.41,3.05,19290000
5518,1.0,b'Good',b'H',b'SI2',63.4,61.0,6.29,6.33,4.0,57750000
48099,0.62,b'Ideal',b'D',b'SI1',61.6,55.0,5.49,5.51,3.39,29010000
51814,0.76,b'Very Good',b'H',b'SI2',59.8,58.0,5.94,5.96,3.56,36270000
40582,0.41,b'Premium',b'E',b'VS1',60.7,58.0,4.83,4.79,2.92,17295000
46737,0.72,b'Very Good',b'H',b'SI2',63.5,55.0,5.66,5.62,3.58,26985000
43757,0.41,b'Premium',b'F',b'IF',62.6,58.0,4.73,4.76,2.97,21585000
24685,1.61,b'Very Good',b'E',b'SI1',62.3,57.0,7.43,7.47,4.64,195705000
11574,1.02,b'Very Good',b'F',b'SI1',63.3,58.0,6.39,6.35,4.03,75570000
31912,0.3,b'Good',b'G',b'VS1',63.6,55.0,4.29,4.26,2.72,11640000
46843,0.56,b'Ideal',b'F',b'SI1',61.1,56.0,5.35,5.33,3.26,27165000
39016,0.43,b'Ideal',b'D',b'VS2',61.8,56.0,4.81,4.83,2.98,15840000
9611,1.02,b'Very Good',b'G',b'SI1',62.0,57.0,6.41,6.5,,69495000
26890,2.02,b'Premium',b'I',b'VS2',59.6,60.0,8.25,8.2,4.9,252915000
24198,1.53,b'Very Good',b'E',b'SI1',62.6,57.0,7.25,7.41,4.59,185790000
43468,0.46,b'Ideal',b'F',b'VS1',62.7,56.0,4.91,4.94,3.09,21270000
41039,0.41,b'Ideal',b'E',b'VVS2',60.9,56.0,4.75,4.81,2.91,17805000
36402,0.31,b'Premium',b'E',b'VS1',60.0,59.0,4.42,4.38,2.64,14130000
2976,0.71,b'Ideal',b'G',b'VS2',61.8,56.0,5.73,5.76,3.55,49485000
15376,0.35,b'Premium',b'I',b'SI1',62.5,58.0,4.53,4.49,2.82,9090000
2979,1.05,b'Ideal',b'G',b'SI2',59.6,57.0,6.58,6.53,3.91,49485000
